config,question,chunking,retrieval,llm,embedding,answer,generation_time,top_retrieval_scores,avg_retrieval_score,retrieved_chunks,context_overlap,answer_relevance,precision_at_k,recall,mrr
mistral+tfidf,How do I start a fire without matches?,sentence,tfidf,mistral,none,"In the absence of matches, you can use various primitive ignition methods. One option is utilizing a ferrocerium rod and a steel striker to create sparks which will ignite your tinder. Alternatively, you could find flint rocks and strike them against hard surfaces to produce sparks as well. In cold weather regions, you can also use materials like plastic MRE spoons or helmet visors to extend the burning time of your fire, even without matches. Always remember to start your fire from the upwind side and carefully arrange your tinder for optimal ignition.",6.992312431335449,"[0.2953419012216919, 0.252736322636872, 0.14659160224829698]",0.23155660870228698,"['FM21-76_sent_143', 'FM3-05-70_sent_195', 'FM3-05-70_sent_470']",0.5824175824175825,0.0,0.23155660870228698,0.23155660870228698,0.2953419012216919
mistral+tfidf,What plants are safe to eat in a survival situation?,page,tfidf,mistral,none,"In a survival scenario, it's essential to be cautious when consuming wild plants. While there are many edible plants in nature, many are poisonous and can be dangerous if mistakenly ingested. To ensure safety, learn about local flora or familiarize yourself with common edible plants like dandelions, plantains, and certain berries (like strawberries and raspberries).

However, always exercise caution when consuming wild plants as even some edible ones can cause digestive issues if eaten raw or in large quantities. Boiling plants for several minutes can help remove harmful toxins but remember that boiling does not guarantee the plant is safe to eat. Always double-check your identification and consult a field guide or local expert before consuming any wild plant in a survival situation.",9.564179182052612,"[0.2676884100808709, 0.20841533497310064, 0.20834345079535618]",0.22814906528310927,"['FM21-76_page_99', 'FM3-05-70_page_175', 'FM3-05-70_page_157']",0.6446280991735537,0.0,0.22814906528310927,0.22814906528310921,0.2676884100808709
mistral+tfidf,What plants are safe to eat in a survival situation?,fixed_size,tfidf,mistral,none,"In a survival situation, it's crucial to be cautious about what plants you consume. While some animals can eat poisonous plants without harm, humans may not have the same tolerance. To ensure safety, it's essential to learn about the local flora beforehand. Boiling a plant can help remove some poisons, but it doesn't eliminate all risks. Additionally, be aware that red-colored plants are not always poisonous. A general rule for identifying safe plants does not exist, so learning to recognize specific edible ones is vital. Always exercise caution and consider consulting local experts or resources when possible.",7.353246212005615,"[0.27301118833045274, 0.2579461190326541, 0.24574225352454335]",0.25889985362921675,"['FM21-76_fixed_241', 'FM21-76_fixed_218', 'FM3-05-70_fixed_286']",0.5894736842105263,0.0,0.25889985362921675,0.2588998536292167,0.27301118833045274
mistral+tfidf,What plants are safe to eat in a survival situation?,sentence,tfidf,mistral,none,"In a survival situation, many plants can be a valuable source of food. However, it's crucial to learn as much about them as possible due to the presence of poisonous look-alikes. Some edible plants include wild carrot (but beware of poison hemlock which resembles it), and pokeweed leaves, but only when they are in certain seasons or stages of growth. Always refer to illustrations for identification, often found in survival manuals' appendices. Remember, learning about local flora can significantly increase your chances of survival.",6.811242580413818,"[0.24222981386736883, 0.23353961520924174, 0.23024128580412118]",0.23533690496024393,"['FM21-76_sent_210', 'FM3-05-70_sent_281', 'FM3-05-70_sent_315']",0.6987951807228916,0.0,0.23533690496024393,0.23533690496024393,0.24222981386736883
mistral+tfidf,How can I signal for rescue?,page,tfidf,mistral,none,"To signal for rescue in a survival situation, there are several methods you can use. Firstly, activate the Search and Rescue Satellite-Aided Tracking (SARSAT) system by keying your transmitter for at least 30 seconds. Whistles are also effective for close-up signaling and have been heard up to a mile away in some documented cases.

Secondly, use geometric patterns like triangles or X's as man-made signals to grab the attention of rescuers. These patterns can be made using natural resources like rocks, branches, or even your own clothing if necessary. Always remember, making yourself visible and audible will increase your chances of being found. Stay safe!",8.682539701461792,"[0.18500110861657956, 0.16619395759472216, 0.1427078654988996]",0.16463431057006708,"['FM3-05-70_page_258', 'FM3-05-70_page_328', 'FM21-76_page_200']",0.7238095238095238,0.0,0.16463431057006708,0.1646343105700671,0.18500110861657956
mistral+tfidf,How can I signal for rescue?,fixed_size,tfidf,mistral,none,"To increase your chances of being spotted by a potential rescuer, follow these steps:

1. Arrange your raft or improvised floatation devices about 7.5 meters apart. This makes it easier for an aircrew to spot you. If you hear or see an aircraft, draw them closer together for better visibility.

2. Use all available visual signaling devices like a flag or reflective material on an oar, raised as high as possible. This will help attract attention.

3. Activate your emergency radio and follow the operating instructions provided. Use the emergency transceiver only when friendly aircraft are likely to be in the area.",7.976207256317139,"[0.19055226758077448, 0.18598092024444665, 0.1500184623101415]",0.17551721671178755,"['FM21-76_fixed_447', 'FM21-76_fixed_403', 'FM3-05-70_fixed_452']",0.7604166666666666,0.0,0.17551721671178755,0.17551721671178755,0.19055226758077448
mistral+tfidf,How can I signal for rescue?,sentence,tfidf,mistral,none,"To increase your chances of being rescued, use all available visual or electronic signaling devices. Raise a flag or reflective material on an oar as high as possible to attract attention. If you have an emergency radio, operate it following the instructions provided. Use the transceiver only when friendly aircraft are likely to be in the area. Additionally, clear any lines or gear that could entangle during rescue, secure all loose items, and take down canopies or sails for a safer pickup. And if you have one, put on your helmet before the rescue operation.",6.868576526641846,"[0.22407801866670252, 0.17294369799766557, 0.16668456096496673]",0.1879020925431116,"['FM3-05-70_sent_562', 'FM3-05-70_sent_180', 'FM3-05-70_sent_502']",0.8602150537634409,0.0,0.1879020925431116,0.1879020925431116,0.22407801866670252
mistral+tfidf,What should I do if I get lost in the wilderness?,page,tfidf,mistral,none,"If you find yourself lost in the wilderness, it's crucial to stay calm and follow the principles outlined by the SURVIVAL acronym:

1. **S** - Size up the situation. Take a deep breath and assess your surroundings, your injuries, and resources at hand.
2. **U** - Utilize a universal means of signaling (3 fires in a triangle, smoke, or mirrors for reflection). This will help rescuers locate you.
3. **R** - Reconnoiter the area. Try to find landmarks, rivers, or trails that can guide you back or lead you to civilization.
4. **V** - Validate water sources. Only drink water from known safe sources like springs, rain, or melting snow. Boil or purify any other water before consuming it.
5. **I** - Injury management. Tend to any injuries and dress them properly to",11.202455520629883,"[0.11261521815622928, 0.10980485677691404, 0.0990303822086284]",0.10715015238059057,"['FM3-05-70_page_13', 'FM21-76_page_5', 'FM3-05-70_page_10']",0.5350877192982456,0.0,0.10715015238059057,0.10715015238059057,0.11261521815622928
mistral+tfidf,What should I do if I get lost in the wilderness?,fixed_size,tfidf,mistral,none,"Firstly, stay calm. Identify your surroundings and notice any patterns or rhythms, such as animal noises, insect sounds, or even enemy traffic. This will help you understand the environment better. Secondly, remember that the will to live is crucial in survival situations. Embrace discomforts and inconveniences as part of the journey. Thirdly, observe local wildlife for clues on food, water, and shelter sources. Lastly, try to find a high ground for visibility or follow rivers downstream as they often lead to civilization. Always remember to stay put if you're injured, but signal for help using fire, smoke, or mirrors if possible.",8.048715591430664,"[0.16740297284481895, 0.1292556563109062, 0.12890479101105845]",0.14185447338892787,"['FM3-05-70_fixed_1', 'FM3-05-70_fixed_6', 'FM3-05-70_fixed_7']",0.5445544554455446,0.0,0.14185447338892787,0.14185447338892787,0.16740297284481895
mistral+tfidf,What should I do if I get lost in the wilderness?,sentence,tfidf,mistral,none,"If you find yourself lost in the wilderness, the first thing you should do is remain calm and evaluate your surroundings. Look for landmarks or natural features that can help you orient yourself. Use your knowledge of local flora and fauna to guide you, as animals often follow water sources.

Secondly, prioritize your safety. Check yourself for injuries and give yourself first aid if necessary. Be aware of the climate and dress appropriately to prevent hypothermia or dehydration. Drink plenty of water, but be mindful not to over-exert yourself in search of more.

Lastly, stay put if possible. Rescuers are more likely to find you at your last known location rather than venturing too far off the beaten path. Build a shelter for protection from the elements and make yourself visible by using bright clothing or signaling devices. Good luck!",10.3599271774292,"[0.16000603789290543, 0.12440703801894569, 0.11933129710615091]",0.13458145767266735,"['FM21-76_sent_7', 'FM3-05-70_sent_2', 'FM3-05-70_sent_9']",0.4785714285714286,0.0,0.13458145767266735,0.13458145767266735,0.16000603789290543
mistral+tfidf,How do I treat a broken bone in the wilderness?,page,tfidf,mistral,none,"In case of a broken bone in the wilderness, firstly, immobilize the injured area using a splint made from available materials like sticks or branches to prevent any further damage. For open fractures, clean the wound thoroughly with clean water and cover it with a sterile dressing to prevent infection. If possible, elevate the affected limb above heart level to reduce swelling. In severe cases, you might need to set the bone using improvised methods like applying pressure or traction, but this should be done with extreme caution as it may cause more harm if not performed correctly. Always prioritize stabilizing and immobilizing the fracture before attempting to set it.",7.986485481262207,"[0.19517880879865124, 0.17274779635378054, 0.16053958495210896]",0.1761553967015136,"['FM21-76_page_27', 'FM21-76_page_123', 'FM3-05-70_page_48']",0.5327102803738317,0.0,0.1761553967015136,0.1761553967015136,0.19517880879865124
mistral+tfidf,How do I treat a broken bone in the wilderness?,fixed_size,tfidf,mistral,none,"In the wilderness, if you suspect a broken bone, it's crucial to immobilize the area as much as possible. First, locate any nearby materials like clothing, branches, or vines to make a splint. Wrap these around the injured limb, ensuring it stays in place and doesn't move.

Next, use additional material such as moss or leaves for padding to minimize discomfort and prevent further injury. Try to find a sheltered spot, with your head lower than your feet to reduce swelling. If you're with someone else, have them reassess the patient regularly and watch for signs of shock.

For open fractures, clean the wound gently with water if possible, but do not try to push any protruding bone back in place. Instead, cover the wound with a sterile dressing or clean cloth and secure it in place with more padding and your makeshift splint. Seek professional medical help as soon",11.09259581565857,"[0.17085741475540206, 0.16610016791975318, 0.15517780674298048]",0.16404512980604524,"['FM21-76_fixed_282', 'FM3-05-70_fixed_327', 'FM21-76_fixed_71']",0.4897959183673469,0.0,0.16404512980604524,0.16404512980604524,0.17085741475540206
mistral+tfidf,How do I treat a broken bone in the wilderness?,sentence,tfidf,mistral,none,"In case of a broken bone in the wilderness, first, immobilize the affected area using any available material such as clothing, splints, or even sticks. This will help reduce pain and prevent further damage. Next, use padding like moss, leaves, or a piece of your clothing to protect the skin from direct pressure.

If possible, elevate the injured limb above heart level to minimize swelling. Keep the area clean to avoid infection and apply a makeshift sling if necessary for support.

In severe cases where the bone has pierced the skin or there is extreme pain, swelling, or inability to move the limb, it's essential to seek professional medical help as soon as possible. When traveling through rough terrain, prioritize finding shelter and signaling for help while caring for the injury to conserve energy.",10.23795747756958,"[0.23098245606568582, 0.21564894784246316, 0.16392617387039307]",0.20351919259284734,"['FM3-05-70_sent_359', 'FM21-76_sent_266', 'FM21-76_sent_63']",0.37404580152671757,0.0,0.20351919259284734,0.20351919259284734,0.23098245606568582
mistral+tfidf,What are the signs of hypothermia and how do I treat it?,page,tfidf,mistral,none,"Hypothermia is a dangerous condition that occurs when your body loses heat faster than it can produce, lowering your core temperature below 95°F (35°C). Signs include shivering, exhaustion, confusion, slurred speech, and slow, irregular heartbeat. To treat hypothermia, move the victim to a warm environment, remove wet clothing, wrap them in warm blankets or foil emergency blankets, and gently warm their extremities. Do not give them hot food or drinks, as they can cause the body to lose heat faster. If possible, administer CPR if there are no signs of breathing. Seek immediate medical attention. Always remember, prevention is key - stay dry, dress in layers, and avoid exposure to cold weather for extended periods.",9.608705759048462,"[0.12143310484084699, 0.11956181151227466, 0.08756119583142916]",0.10951870406151694,"['FM3-05-70_page_236', 'FM3-05-70_page_13', 'FM21-76_page_34']",0.6428571428571429,0.0,0.10951870406151694,0.10951870406151694,0.12143310484084699
mistral+tfidf,What are the signs of hypothermia and how do I treat it?,fixed_size,tfidf,mistral,none,"Hypothermia is a serious condition caused by prolonged exposure to cold temperatures. Signs include shivering, confusion, slurred speech, slow and shallow breathing, weak pulse, and eventually loss of consciousness. To treat hypothermia, first prioritize removing the person from the cold environment and getting them indoors or under shelter if possible. Remove wet clothing and dress them in warm, dry layers. Gently wrap them in a warm blanket, but avoid rubbing their skin as it may increase heat loss.

If a cool stream is available, immerse the victim in it (up to neck level), but be cautious not to shock their system with sudden cold. If no stream is accessible, douse them with urine, water, or apply cool wet compresses to joints, including the neck, armpits, and crotch, ensuring their head is also wet. Cooling methods may cause vomiting and diarrhea,",11.169487476348877,"[0.13343742234012756, 0.12437344794524527, 0.11624276627279498]",0.12468454551938928,"['FM3-05-70_fixed_7', 'FM21-76_fixed_7', 'FM21-76_fixed_100']",0.6058394160583942,0.0,0.12468454551938928,0.12468454551938928,0.13343742234012756
mistral+tfidf,What are the signs of hypothermia and how do I treat it?,sentence,tfidf,mistral,none,"Hypothermia is a serious condition caused by excessive cold exposure, where your body temperature drops below 95°F (35°C). Signs include shivering, exhaustion, confusion, memory loss, slurred speech, slow heart rate, and even unconsciousness.

To treat hypothermia, first ensure the victim is not in a life-threatening situation like cold water or further exposure to wind. Gently remove wet clothing and dry them if possible. Warm the center of the body first – core – with blankets, body heat, or warm water bottles wrapped in cloth. Avoid massaging the skin as it can worsen hypothermia by increasing blood flow to the cold surface.

If the victim is unconscious or shows no sign of life, seek immediate medical help. In all cases, transport the person to a warm environment as soon as possible.",10.649227857589722,"[0.13119046495966102, 0.11908766520902081, 0.11614283338315258]",0.1221403211839448,"['FM3-05-70_sent_78', 'FM21-76_sent_7', 'FM3-05-70_sent_445']",0.4444444444444444,0.0,0.1221403211839448,0.1221403211839448,0.13119046495966102
gemma3+nomic,How do I find water in the desert?,page,dense_nomic,gemma3,nomic,"Right, let’s talk about water in the harsh desert environment. It’s the absolute priority. You’re going to find it’s a brutal fight for every drop. 

Firstly, look for cacti – barrel cacti specifically. Now, don’t be tempted to eat the pulp, it’s toxic. You need to carefully cut off the top, it’s going to be tough. Squeeze the juice out, discarding the pulp. 

Secondly, understand the terrain. Sandy deserts can be deceptive. Pay attention to the windward and leeward slopes of dunes; moisture can collect there. 

Finally, remember, water discipline is a dangerous tactic. It’s a last resort, and only if you’re absolutely certain you can manage. Conserve what you have, and always be searching.",12.604020357131958,"[0.7889768313085016, 0.7693016661078774, 0.7362635863821281]",0.764847361266169,"['nomic_FM3-05-70_page_90', 'nomic_FM21-76_page_135', 'nomic_FM21-76_page_132']",0.6283185840707964,0.8608019351959229,0.764847361266169,0.764847361266169,0.7889768313085016
gemma3+nomic,How do I find water in the desert?,fixed_size,dense_nomic,gemma3,nomic,"Right, let’s get you hydrated. The desert’s a brutal teacher, but it has rules. First, look for trails – they *always* lead to water. Follow where paths converge, and keep an eye out for signs: old campsites, campfire ash, animal tracks, even trampled sand. 

Birds are your friends here. Watch for flocks circling, especially at dawn and dusk; they're heading straight for water sources. 

Now, to actually collect it, you'll want to create a still. Use a container, heat it up, and place it over sand. The heat will cause the sand to steam, and you can collect that condensed water. Digging behind the first sand dunes can also create a natural collection point. 

Stay vigilant, and don’t give up.",7.402075529098511,"[0.8205092901412794, 0.7920053694717805, 0.7629138218326788]",0.7918094938152462,"['nomic_FM3-05-70_fixed_150', 'nomic_FM3-05-70_fixed_148', 'nomic_FM3-05-70_fixed_145']",0.5641025641025641,0.8529617786407471,0.7918094938152462,0.7918094938152462,0.8205092901412794
gemma3+nomic,How do I find water in the desert?,sentence,dense_nomic,gemma3,nomic,"Right, let’s talk about finding water in a desert – it’s absolutely critical. The first thing to understand is that the desert doesn’t give up its secrets easily. 

You need to look for trails. Seriously, *all* trails converge on water sources. Keep an eye out for signs – campfires, animal tracks, trampled ground – anything that indicates someone, or an animal, has been there before. 

Secondly, observe the birds. Flocks circling overhead, particularly at dawn and dusk, are a strong indicator of a water source nearby. 

Finally, understand the environment. It’s brutally hot, dry, and you’re going to need to conserve every drop you have. Don’t waste energy chasing mirages – focus on those trails and those birds.",7.282876253128052,"[0.8241793570681957, 0.7590389304421507, 0.7576470967768686]",0.7802884614290716,"['nomic_FM3-05-70_sent_156', 'nomic_FM3-05-70_sent_387', 'nomic_FM21-76_sent_288']",0.44642857142857145,0.9090368747711182,0.7802884614290716,0.7802884614290716,0.8241793570681957
gemma3+nomic,What should I do if I encounter a venomous snake?,page,dense_nomic,gemma3,nomic,"Right, listen closely. Encounters with venomous snakes are serious, and a calm, deliberate approach is absolutely critical. 

First, *do not* provoke them. These animals can’t close their eyes, so you can’t tell if they’re asleep. Just back away slowly, maintaining a safe distance. 

If you find yourself near a snake – say, investigating a log – *don’t* reach into dark places without thoroughly checking them first. 

And if you’re bitten, the immediate priority is to minimize damage. Keep the area calm, and get medical attention as quickly as possible. 

Your survival depends on respect and careful observation.",6.272799968719482,"[0.7817448657345412, 0.7620108459615009, 0.7444035422236353]",0.7627197513065592,"['nomic_FM3-05-70_page_531', 'nomic_FM21-76_page_32', 'nomic_FM3-05-70_page_184']",0.6344086021505376,0.8325581550598145,0.7627197513065592,0.7627197513065592,0.7817448657345412
gemma3+nomic,What should I do if I encounter a venomous snake?,fixed_size,dense_nomic,gemma3,nomic,"Right, let's get this straight. Encountering a venomous snake is a serious situation, and the best approach is always avoidance. 

First, and this is crucial – *leave it alone*. Don’t try to get a closer look, don’t attempt to handle it, don’t tease it. These animals aren't looking for trouble. 

Secondly, adjust your environment.  Clear a space to sleep, ideally a well-lit clearing away from dense vegetation like thick brush or rock piles. Use mosquito netting, tucked securely under your bag, as an extra layer of protection. 

Finally, be mindful of your surroundings. Watch your step, especially when navigating uneven ground or areas with potential hiding spots. 

Your safety is paramount. Don’t take unnecessary risks.",7.2994396686553955,"[0.8165181218952207, 0.7970906283307369, 0.7964017944235391]",0.803336848216499,"['nomic_FM3-05-70_fixed_304', 'nomic_FM3-05-70_fixed_832', 'nomic_FM21-76_fixed_260']",0.5,0.8931146860122681,0.803336848216499,0.803336848216499,0.8165181218952207
gemma3+nomic,What should I do if I encounter a venomous snake?,sentence,dense_nomic,gemma3,nomic,"Right, listen carefully. If you come face to face with a venomous snake, your immediate priority is staying calm. Panic is your enemy. 

First, keep the person bitten still. Movement can spread the venom faster. Reassure them – a clear head is vital. 

Next, assess the situation. Look for those telltale puncture wounds – that’s where the venom entered. Watch for symptoms: bleeding, swelling, difficulty breathing – these can appear quickly, often within an hour or two. 

Remove any tight jewelry that could restrict blood flow.  Keep them warm, and if possible, get them to drink fluids.  We need to get medical attention as quickly as possible.  Don’t try to suck out the venom – it won’t work, and you’ll just risk further injury.",7.432153701782227,"[0.7782178059837886, 0.7771109847137563, 0.7770356706331002]",0.7774548204435484,"['nomic_FM3-05-70_sent_334', 'nomic_FM21-76_sent_78', 'nomic_FM3-05-70_sent_96']",0.453781512605042,0.8578329086303711,0.7774548204435484,0.7774548204435483,0.7782178059837886
gemma3+nomic,How can I build a shelter in cold weather?,page,dense_nomic,gemma3,nomic,"Right, let's get you sheltered. Cold weather demands respect, and a solid shelter is your first priority. 

You need to get *below* the wind and the snow – that’s key. If you’re in deep, packed snow, start by digging a pit, using the snow itself as insulation. Build a wall around the sides with packed snow to create a stable structure. 

Then, layer on branches – evergreen boughs are ideal – to create a roof, angling them to deflect the wind and snow. Don’t forget to build a small entrance, blocking it with a snow block or even a rucksack. 

Keep it tight, keep it dry, and you’ll be alright.",6.7394492626190186,"[0.814466191516103, 0.8113770546384146, 0.8046031713115228]",0.8101488058220134,"['nomic_FM21-76_page_49', 'nomic_FM3-05-70_page_244', 'nomic_FM21-76_page_48']",0.6633663366336634,0.8382225036621094,0.8101488058220134,0.8101488058220134,0.814466191516103
gemma3+nomic,How can I build a shelter in cold weather?,fixed_size,dense_nomic,gemma3,nomic,"Alright, let’s talk about staying alive when the cold bites. You need to think about insulation, and it’s absolutely critical. 

First, you’re going to want to create a base – a thick layer of dry material like pine needles or leaves, at least a meter deep, to stop the cold from seeping through. 

Then, if you can find a deep snowdrift, dig a snow cave. Build the roof with an arch to prevent collapse and allow melted snow to run down the sides. Raise the sleeping platform to stay dry. 

Don't underestimate the effort – it’s going to take time and energy, and you *will* get wet. Focus on layering that insulation, and you’ll significantly increase your chances of survival.",6.903724193572998,"[0.8266259178951337, 0.8247311897393199, 0.817233741498324]",0.8228636163775925,"['nomic_FM21-76_fixed_126', 'nomic_FM3-05-70_fixed_417', 'nomic_FM21-76_fixed_369']",0.6347826086956522,0.8401134014129639,0.8228636163775925,0.8228636163775925,0.8266259178951337
gemma3+nomic,How can I build a shelter in cold weather?,sentence,dense_nomic,gemma3,nomic,"Right, let’s get you sheltered. Cold weather demands respect, and your shelter is your first line of defense. 

First, don’t overbuild. A cramped space is easier to keep warm. Think efficient, not extravagant. 

Now, when constructing a snow shelter, you need to focus on drainage. Build that roof with an arch – it’ll channel melted snow away from you. And crucially, raise your sleeping platform above the floor. Dig a small trench to stop water from seeping in. 

Finally, block the entrance – a rucksack or a snow block will do the trick. Ventilation is key, too, especially if you’re having a fire. Stay safe, stay warm.",6.480576992034912,"[0.8531947849291881, 0.8292097205670593, 0.8265995217602993]",0.8363346757521822,"['nomic_FM3-05-70_sent_458', 'nomic_FM3-05-70_sent_461', 'nomic_FM21-76_sent_348']",0.5841584158415841,0.8938108086585999,0.8363346757521822,0.8363346757521822,0.8531947849291881
gemma3+nomic,What are the best methods to purify water for drinking?,page,dense_nomic,gemma3,nomic,"Right, let's get you hydrated. Water is absolutely critical – you can only survive a few days without it. 

The key is to treat it. Don't even *think* of drinking untreated water from a stream or lake. 

First, boiling is your best bet. Bring the water to a rolling boil for at least one minute – that’s a *full* minute – to kill off most pathogens. 

If you can’t boil, you can build a simple filter. Layer sand, crushed rock, charcoal, and cloth – anything you can find – in a container. This will remove some of the sediment and impurities. 

Finally, always let the water stand for 45 minutes after filtering to allow the water to settle. 

Stay vigilant, and keep moving.",7.215711832046509,"[0.7722371253446252, 0.7650746163255671, 0.7527335537860622]",0.7633484318187514,"['nomic_FM21-76_page_61', 'nomic_FM3-05-70_page_100', 'nomic_FM21-76_page_62']",0.5982142857142857,0.8432914614677429,0.7633484318187514,0.7633484318187514,0.7722371253446252
gemma3+nomic,What are the best methods to purify water for drinking?,fixed_size,dense_nomic,gemma3,nomic,"Right, let’s get you drinking safely. Water’s life, and contaminated water can quickly kill you. 

The best approach is multi-layered. First, if you’ve collected rainwater – and it *should* be safe – that’s a great start. But don’t rely on it alone. 

For anything else, you need to purify. Tablets are quick and easy, follow the instructions precisely. Alternatively, a small amount of iodine – five drops for clear water, ten for cloudy – will do the trick, just let it sit for thirty minutes. 

And crucially, don’t underestimate the power of a simple still. Multiple stills are key, especially when dealing with saltwater. It’s about creating a process, a layered defense against contamination. Keep moving, keep purifying, and stay alive.",7.303603172302246,"[0.7870501889020778, 0.7773753386241945, 0.7613951624844957]",0.7752735633369227,"['nomic_FM21-76_fixed_143', 'nomic_FM3-05-70_fixed_164', 'nomic_FM3-05-70_fixed_163']",0.4824561403508772,0.8724040985107422,0.7752735633369227,0.7752735633369227,0.7870501889020778
gemma3+nomic,What are the best methods to purify water for drinking?,sentence,dense_nomic,gemma3,nomic,"Right, let’s talk about water. It’s absolutely critical – you can’t survive without it. 

When you’re out in the wilderness, you need to treat *every* source of water. Don’t take chances. 

The best ways? Boiling is gold standard – bring it to a rolling boil for a full minute to kill off anything nasty. If you can’t boil, purification tablets are a good backup. 

Alternatively, you can use iodine or potassium permanganate – but be careful with those. With potassium permanganate, you’ll need to judge the dosage by the color of the water. 

Always, always purify water from lakes, ponds, swamps, or streams. It’s a matter of life and death out there.",7.168410539627075,"[0.800682190968428, 0.778748604811071, 0.7597289640487168]",0.7797199199427386,"['nomic_FM3-05-70_sent_173', 'nomic_FM21-76_sent_132', 'nomic_FM3-05-70_sent_175']",0.5794392523364486,0.8626671433448792,0.7797199199427386,0.7797199199427386,0.800682190968428
gemma3+nomic,How do I start a fire without matches?,page,dense_nomic,gemma3,nomic,"Right, let’s get a fire going. Don’t panic. You need to focus on creating that initial spark. 

First, gather your materials – you need tinder, kindling, and fuel. Tinder is the really dry stuff that catches a spark – think dry leaves, birch bark, or even very finely shredded cloth. 

Now, you're going to use a lens – a magnifying glass, a camera lens, anything that can focus the sun’s rays. Position it so the sunlight concentrates on your tinder.  Hold it steady, and with a little patience, you’ll get a tiny ember. 

Once you have that ember, gently nurture it with small pieces of kindling – gradually building up the flame. 

Remember, keep your tinder dry, and always light from the upwind side.  Stay calm, and you’ll be warm in no time.",8.116137504577637,"[0.7187962368217883, 0.7018856105302529, 0.6850924349096819]",0.7019247607539075,"['nomic_FM21-76_page_68', 'nomic_FM3-05-70_page_111', 'nomic_FM21-76_page_66']",0.624,0.8608254194259644,0.7019247607539075,0.7019247607539078,0.7187962368217883
gemma3+nomic,How do I start a fire without matches?,fixed_size,dense_nomic,gemma3,nomic,"Right, let’s get a fire going, no matter what. Forget relying solely on matches – it’s about building a sustainable blaze. 

You need to create a solid foundation. Start with a small ‘starter fire’ – dry tinder, like birch bark or cotton balls soaked in petroleum jelly – and build a small pyramid of logs on top, each layer smaller than the one below, and angled right across. 

As that starter fire burns, it’ll ignite the lower logs. This creates a fire that burns downwards, providing heat and light without needing constant attention. 

Focus on dry materials; that’s key. A good, well-built fire is a lifeline in any situation.",6.322303533554077,"[0.7160842425766772, 0.7018545819719163, 0.6864669410095542]",0.7014685885193827,"['nomic_FM21-76_fixed_154', 'nomic_FM3-05-70_fixed_180', 'nomic_FM3-05-70_fixed_179']",0.54,0.8567067384719849,0.7014685885193827,0.7014685885193827,0.7160842425766772
gemma3+nomic,How do I start a fire without matches?,sentence,dense_nomic,gemma3,nomic,"Right, let’s get a fire going, no matter what. If you've lost your matches, you need to be methodical. 

First, find some dry tinder – think birch bark, dry grass, or even finely shredded cedar. Build a small nest and place it on the windward side. 

Now, you'll want to use friction. A bow drill is a solid option. You need a fire board with a carved depression, a bow, and a drill. 

Loop the bowstring around the drill and place the drill firmly in the depression. Now, using a sawing motion with the bow, apply consistent downward pressure. It takes practice, but with persistence, you’ll create enough friction to start a coal. Carefully transfer that coal to your tinder nest and gently blow to get it burning. 

Don’t give up. It's about patience and technique.",7.943812131881714,"[0.7177149850162203, 0.7090828289550246, 0.688786302769784]",0.705194705580343,"['nomic_FM21-76_sent_143', 'nomic_FM3-05-70_sent_195', 'nomic_FM21-76_sent_149']",0.46875,0.8951915502548218,0.705194705580343,0.705194705580343,0.7177149850162203
gemma3+nomic,What plants are safe to eat in a survival situation?,page,dense_nomic,gemma3,nomic,"Right, let's talk about food when things get tough. The key here is absolute certainty. Don’t gamble with your life – you absolutely *must* positively identify any plant you’re considering eating. 

Forget relying on vague notions of “survival rations.” You need to be resourceful. Look for familiar edible plants – things you recognize. Wild carrots and wild parsnips, for example, can be a source of sustenance, but *only* if you’re 100% sure they’re what you’re after. 

Poison hemlock is a deadly example – it looks similar to harmless relatives.  Never assume a plant is safe just because it looks like something you’ve eaten before.  Observation, careful identification, and a healthy dose of caution are your best defenses.",7.169085502624512,"[0.8172291785789545, 0.7993931521956498, 0.7985117185998811]",0.8050446831248284,"['nomic_FM3-05-70_page_157', 'nomic_FM3-05-70_page_158', 'nomic_FM21-76_page_99']",0.5739130434782609,0.8504667282104492,0.8050446831248284,0.8050446831248285,0.8172291785789545
gemma3+nomic,What plants are safe to eat in a survival situation?,fixed_size,dense_nomic,gemma3,nomic,"Right, let’s talk about food. In a serious survival situation, your primary focus has to be on what you *know* you can safely eat. Don't gamble with unfamiliar plants – that's a fast track to disaster. 

Prioritize familiar edibles. Berries you recognize, edible roots – anything you’ve seen and know is safe.  Always cook your food thoroughly.  And remember, plants aren’t just about sustenance; they're about survival. They can provide medicines, materials for shelter, and even tools for hunting and defense.  Observe, learn, and respect the land.  Your life depends on it.",5.812159538269043,"[0.853785136766407, 0.8125367330372159, 0.8105405001476653]",0.8256207899837626,"['nomic_FM3-05-70_fixed_253', 'nomic_FM21-76_fixed_217', 'nomic_FM21-76_fixed_218']",0.5888888888888889,0.9022860527038574,0.8256207899837626,0.8256207899837626,0.853785136766407
